iteracion,frequency,Source,Target
73,136,71,74
73,190,120,70
73,196,114,117
73,197,126,64
73,198,38,53
73,198,108,52
73,197,64,126
73,192,53,38
73,189,125,135
73,170,75,71
73,185,42,143
73,178,109,96
73,200,124,66
73,121,67,80
73,183,80,67
73,194,121,140
73,185,36,55
73,199,106,54
73,167,145,46
73,73,65,82
73,191,66,124
73,174,123,137
73,193,52,108
73,195,68,122
73,177,62,128
73,195,143,44
73,195,67,79
73,191,135,125
73,180,96,109
73,154,45,48
73,107,129,132
73,199,55,36
73,191,141,42
73,194,69,77
73,176,44,145
73,180,113,47
73,175,40,141
73,7,49,110
73,199,140,121
73,192,122,68
73,190,105,100
74,175,40,141
74,195,68,122
74,178,109,96
74,193,52,108
74,176,44,145
74,185,42,143
74,195,67,79
74,189,125,135
74,194,107,98
74,198,108,52
74,11,88,91
74,196,114,117
74,192,122,68
74,191,48,113
74,199,55,36
74,167,145,46
74,7,49,110
74,2,89,92
74,136,71,74
74,193,54,106
74,190,105,100
74,180,113,47
74,199,140,121
74,194,69,77
74,199,106,54
74,198,38,53
74,191,141,42
74,177,62,128
74,174,123,137
74,191,66,124
74,176,94,111
74,195,143,44
74,191,135,125
74,199,119,142
74,181,98,107
74,164,104,56
74,200,124,66
74,200,77,69
74,183,80,67
74,170,75,71
74,185,36,55
74,197,126,64
74,197,64,126
74,180,96,109
74,190,120,70
74,192,53,38
75,190,120,70
75,183,80,67
75,191,66,124
75,167,145,46
75,198,38,53
75,199,140,121
75,194,121,140
75,112,115,118
75,190,105,100
75,185,42,143
75,195,68,122
75,191,141,42
75,181,98,107
75,200,77,69
75,191,48,113
75,175,40,141
75,197,126,64
75,197,64,126
75,199,106,54
75,164,104,56
75,199,119,142
75,180,96,109
75,193,54,106
75,180,113,47
75,192,122,68
75,191,135,125
75,138,100,103
75,154,45,48
75,174,123,137
75,176,94,111
75,73,65,82
75,200,124,66
75,192,53,38
75,185,36,55
75,196,114,117
75,193,52,108
75,195,67,79
75,199,55,36
75,13,56,58
75,7,49,110
75,194,107,98
75,170,75,71
75,198,108,52
75,178,109,96
75,195,143,44
75,121,67,80
75,176,44,145
75,136,71,74
76,195,68,122
76,73,65,82
76,200,124,66
76,176,44,145
76,174,123,137
76,197,64,126
76,196,114,117
76,191,135,125
76,177,62,128
76,200,77,69
76,61,127,129
76,145,142,119
76,180,113,47
76,175,40,141
76,199,106,54
76,180,96,109
76,190,105,100
76,136,71,74
76,198,38,53
76,190,120,70
76,191,141,42
76,198,108,52
76,199,55,36
76,193,52,108
76,195,67,79
76,178,109,96
76,191,48,113
76,195,143,44
76,181,98,107
76,185,42,143
76,197,126,64
76,185,36,55
76,164,104,56
76,194,107,98
76,194,121,140
76,199,119,142
76,192,53,38
76,7,49,110
76,193,54,106
76,192,122,68
76,176,94,111
76,199,140,121
76,138,100,103
76,194,69,77
76,189,125,135
77,136,71,74
77,191,141,42
77,178,109,96
77,191,48,113
77,194,107,98
77,176,94,111
77,193,54,106
77,1,146,46
77,138,100,103
77,7,49,110
77,192,53,38
77,185,36,55
77,180,96,109
77,197,126,64
77,191,135,125
77,197,64,126
77,176,44,145
77,199,106,54
77,164,104,56
77,180,113,47
77,189,125,135
77,185,42,143
77,199,119,142
77,177,62,128
77,174,123,137
77,200,124,66
77,121,67,80
77,195,68,122
77,200,77,69
77,194,69,77
77,183,80,67
77,145,142,119
77,181,98,107
77,193,52,108
77,194,121,140
77,198,108,52
77,198,38,53
77,195,67,79
77,199,55,36
77,195,143,44
77,190,105,100
77,196,114,117
77,191,66,124
77,199,140,121
77,190,120,70
78,198,38,53
78,199,140,121
78,192,53,38
78,189,125,135
78,198,108,52
78,180,113,47
78,196,114,117
78,191,135,125
78,193,52,108
78,185,42,143
78,138,100,103
78,193,54,106
78,174,123,137
78,200,77,69
78,195,143,44
78,154,45,48
78,73,65,82
78,191,66,124
78,191,141,42
78,192,122,68
78,200,124,66
78,9,71,75
78,177,62,128
78,61,127,129
78,185,36,55
78,180,96,109
78,178,109,96
78,199,55,36
78,175,40,141
78,195,67,79
78,181,98,107
78,2,89,92
78,163,50,110
78,191,48,113
78,11,88,91
78,197,126,64
78,190,105,100
78,195,68,122
78,194,107,98
78,199,119,142
78,194,121,140
78,145,142,119
78,167,145,46
78,190,120,70
78,194,69,77
78,199,106,54
78,176,44,145
78,197,64,126
78,183,80,67
79,163,50,110
79,192,122,68
79,193,54,106
79,194,69,77
79,185,36,55
79,198,38,53
79,176,44,145
79,200,124,66
79,61,127,129
79,121,67,80
79,191,135,125
79,197,126,64
79,170,75,71
79,194,107,98
79,199,119,142
79,192,53,38
79,189,125,135
79,185,42,143
79,191,141,42
79,199,55,36
79,176,94,111
79,138,100,103
79,191,48,113
79,195,67,79
79,167,145,46
79,190,120,70
79,198,108,52
79,200,77,69
79,177,62,128
79,9,93,95
79,3,48,50
79,154,45,48
79,181,98,107
79,180,96,109
79,191,66,124
79,195,68,122
79,196,114,117
79,136,71,74
79,199,106,54
79,190,105,100
79,193,52,108
79,145,142,119
79,197,64,126
79,175,40,141
79,199,140,121
79,180,113,47
79,194,121,140
79,174,123,137
79,183,80,67
79,195,143,44
80,197,64,126
80,177,62,128
80,198,108,52
80,199,106,54
80,180,113,47
80,138,100,103
80,181,98,107
80,193,54,106
80,191,141,42
80,167,145,46
80,190,105,100
80,185,42,143
80,189,125,135
80,192,53,38
80,194,107,98
80,199,140,121
80,178,109,96
80,195,143,44
80,180,96,109
80,199,55,36
80,175,40,141
80,191,135,125
80,185,36,55
80,107,129,132
80,195,67,79
80,176,94,111
80,200,124,66
80,191,48,113
80,154,45,48
80,199,119,142
80,197,126,64
80,170,75,71
80,121,67,80
80,61,127,129
80,200,77,69
80,176,44,145
80,183,80,67
80,194,121,140
80,196,114,117
80,136,71,74
80,194,69,77
80,195,68,122
80,191,66,124
80,193,52,108
80,112,115,118
80,192,122,68
80,174,123,137
80,198,38,53
81,183,80,67
81,176,94,111
81,196,114,117
81,61,127,129
81,138,100,103
81,185,42,143
81,189,125,135
81,199,119,142
81,192,53,38
81,193,52,108
81,197,126,64
81,178,109,96
81,199,140,121
81,181,98,107
81,191,66,124
81,112,115,118
81,198,108,52
81,180,96,109
81,195,67,79
81,193,54,106
81,192,122,68
81,194,69,77
81,198,38,53
81,163,50,110
81,174,123,137
81,199,106,54
81,175,40,141
81,195,68,122
81,190,105,100
81,195,143,44
81,200,77,69
81,194,121,140
81,199,55,36
81,121,67,80
81,170,75,71
81,194,107,98
81,191,141,42
81,191,48,113
81,190,120,70
81,197,64,126
81,200,124,66
81,185,36,55
81,177,62,128
81,135,110,50
81,167,145,46
81,136,71,74
81,180,113,47
81,191,135,125
81,176,44,145
82,121,67,80
82,197,64,126
82,191,135,125
82,191,66,124
82,180,113,47
82,167,145,46
82,176,44,145
82,174,123,137
82,191,48,113
82,163,50,110
82,199,140,121
82,136,71,74
82,193,52,108
82,181,98,107
82,178,109,96
82,191,141,42
82,183,80,67
82,135,110,50
82,199,55,36
82,199,106,54
82,193,54,106
82,194,107,98
82,198,38,53
82,170,75,71
82,180,96,109
82,164,104,56
82,196,114,117
82,200,124,66
82,138,100,103
82,190,105,100
82,177,62,128
82,195,143,44
82,192,53,38
82,176,94,111
82,192,122,68
82,195,68,122
82,185,42,143
82,175,40,141
82,145,142,119
82,198,108,52
82,189,125,135
82,200,77,69
82,194,69,77
82,195,67,79
82,194,121,140
82,185,36,55
82,199,119,142
83,183,80,67
83,185,42,143
83,121,67,80
83,191,66,124
83,189,125,135
83,194,107,98
83,199,119,142
83,170,75,71
83,180,113,47
83,195,67,79
83,197,126,64
83,178,109,96
83,191,135,125
83,192,53,38
83,200,124,66
83,200,77,69
83,167,145,46
83,190,120,70
83,177,62,128
83,174,123,137
83,191,48,113
83,176,94,111
83,199,140,121
83,154,45,48
83,138,100,103
83,181,98,107
83,193,54,106
83,198,108,52
83,191,141,42
83,180,96,109
83,112,115,118
83,194,121,140
83,163,50,110
83,196,114,117
83,135,110,50
83,199,55,36
83,175,40,141
83,194,69,77
83,195,68,122
83,197,64,126
83,190,105,100
83,195,143,44
83,198,38,53
83,176,44,145
83,136,71,74
83,185,36,55
83,193,52,108
83,107,129,132
84,190,120,70
84,136,71,74
84,167,145,46
84,200,124,66
84,192,53,38
84,191,48,113
84,199,140,121
84,195,143,44
84,198,38,53
84,176,44,145
84,194,121,140
84,197,64,126
84,189,125,135
84,185,42,143
84,185,36,55
84,175,40,141
84,192,122,68
84,199,119,142
84,177,62,128
84,190,105,100
84,197,126,64
84,195,68,122
84,138,100,103
84,176,94,111
84,198,108,52
84,194,69,77
84,200,77,69
84,178,109,96
84,163,50,110
84,191,135,125
84,194,107,98
84,191,141,42
84,183,80,67
84,180,96,109
84,196,114,117
84,199,106,54
84,135,110,50
84,199,55,36
84,181,98,107
84,193,52,108
84,170,75,71
84,193,54,106
84,174,123,137
84,121,67,80
84,180,113,47
84,154,45,48
85,112,115,118
85,194,121,140
85,200,77,69
85,194,69,77
85,183,80,67
85,189,125,135
85,198,108,52
85,176,94,111
85,145,142,119
85,195,68,122
85,138,100,103
85,199,106,54
85,185,36,55
85,197,126,64
85,194,107,98
85,196,114,117
85,180,96,109
85,199,55,36
85,177,62,128
85,190,105,100
85,193,52,108
85,175,40,141
85,199,119,142
85,191,66,124
85,193,54,106
85,136,71,74
85,198,38,53
85,200,124,66
85,192,53,38
85,197,64,126
85,174,123,137
85,195,143,44
85,121,67,80
85,167,145,46
85,170,75,71
85,3,48,50
85,163,50,110
85,195,67,79
85,178,109,96
85,191,48,113
85,191,141,42
85,199,140,121
85,181,98,107
85,154,45,48
85,176,44,145
86,199,55,36
86,191,141,42
86,170,75,71
86,174,123,137
86,190,105,100
86,185,42,143
86,154,45,48
86,145,142,119
86,121,67,80
86,190,120,70
86,195,143,44
86,176,44,145
86,194,121,140
86,191,48,113
86,191,135,125
86,195,67,79
86,198,38,53
86,163,50,110
86,200,124,66
86,198,108,52
86,200,77,69
86,138,100,103
86,192,53,38
86,199,106,54
86,194,107,98
86,61,127,129
86,135,110,50
86,177,62,128
86,185,36,55
86,167,145,46
86,199,140,121
86,191,66,124
86,197,64,126
86,192,122,68
86,199,119,142
86,176,94,111
86,183,80,67
86,180,113,47
86,194,69,77
86,181,98,107
86,178,109,96
86,107,129,132
86,193,54,106
86,189,125,135
86,196,114,117
86,193,52,108
86,197,126,64
87,121,67,80
87,193,52,108
87,135,110,50
87,176,44,145
87,199,140,121
87,145,142,119
87,197,126,64
87,198,108,52
87,185,36,55
87,196,114,117
87,200,77,69
87,176,94,111
87,163,50,110
87,9,93,95
87,195,67,79
87,193,54,106
87,191,48,113
87,190,120,70
87,174,123,137
87,107,129,132
87,170,75,71
87,181,98,107
87,167,145,46
87,164,104,56
87,191,141,42
87,192,53,38
87,180,113,47
87,183,80,67
87,200,124,66
87,194,107,98
87,198,38,53
87,199,106,54
87,178,109,96
87,136,71,74
87,199,55,36
87,177,62,128
87,199,119,142
87,192,122,68
87,194,69,77
87,191,135,125
87,194,121,140
87,190,105,100
87,180,96,109
87,112,115,118
87,189,125,135
87,61,127,129
87,195,143,44
87,197,64,126
87,175,40,141
87,195,68,122
87,185,42,143
88,199,106,54
88,198,38,53
88,194,107,98
88,200,124,66
88,178,109,96
88,185,36,55
88,191,66,124
88,183,80,67
88,195,67,79
88,136,71,74
88,199,119,142
88,195,143,44
88,191,141,42
88,199,140,121
88,107,129,132
88,175,40,141
88,189,125,135
88,191,48,113
88,154,45,48
88,190,120,70
88,181,98,107
88,170,75,71
88,197,126,64
88,190,105,100
88,194,69,77
88,164,104,56
88,185,42,143
88,174,123,137
88,192,53,38
88,180,113,47
88,195,68,122
88,112,115,118
88,194,121,140
88,176,94,111
88,163,50,110
88,197,64,126
88,192,122,68
88,196,114,117
88,135,110,50
88,191,135,125
88,199,55,36
88,200,77,69
88,193,52,108
88,198,108,52
88,145,142,119
88,180,96,109
88,176,44,145
88,138,100,103
89,197,64,126
89,185,42,143
89,180,113,47
89,176,44,145
89,164,104,56
89,198,38,53
89,177,62,128
89,200,77,69
89,197,126,64
89,170,75,71
89,189,125,135
89,190,105,100
89,181,98,107
89,190,120,70
89,191,48,113
89,193,52,108
89,112,115,118
89,138,100,103
89,199,140,121
89,167,145,46
89,191,141,42
89,193,54,106
89,192,53,38
89,136,71,74
89,195,67,79
89,199,106,54
89,194,121,140
89,191,66,124
89,178,109,96
89,195,68,122
89,176,94,111
89,194,107,98
89,183,80,67
89,175,40,141
89,200,124,66
89,191,135,125
89,163,50,110
89,198,108,52
89,199,119,142
89,199,55,36
90,183,80,67
90,181,98,107
90,191,48,113
90,136,71,74
90,163,50,110
90,195,143,44
90,121,67,80
90,180,113,47
90,194,121,140
90,193,52,108
90,199,106,54
90,198,38,53
90,190,105,100
90,135,110,50
90,164,104,56
90,197,64,126
90,191,141,42
90,170,75,71
90,199,55,36
90,176,44,145
90,191,66,124
90,196,114,117
90,194,107,98
90,185,36,55
90,195,68,122
90,189,125,135
90,195,67,79
90,138,100,103
90,192,53,38
90,193,54,106
90,198,108,52
90,185,42,143
90,176,94,111
90,199,119,142
90,197,126,64
90,145,142,119
90,191,135,125
90,200,77,69
90,192,122,68
90,200,124,66
90,199,140,121
90,190,120,70
90,177,62,128
90,61,127,129
90,180,96,109
90,178,109,96
90,175,40,141
91,199,106,54
91,192,53,38
91,185,36,55
91,191,141,42
91,193,54,106
91,185,42,143
91,194,121,140
91,199,119,142
91,197,64,126
91,195,68,122
91,121,67,80
91,176,94,111
91,177,62,128
91,199,55,36
91,183,80,67
91,174,123,137
91,178,109,96
91,200,124,66
91,112,115,118
91,136,71,74
91,194,107,98
91,180,96,109
91,196,114,117
91,199,140,121
91,200,77,69
91,181,98,107
91,145,142,119
91,176,44,145
91,191,135,125
91,195,67,79
91,190,105,100
91,198,38,53
91,170,75,71
91,197,126,64
91,189,125,135
91,135,110,50
91,180,113,47
91,190,120,70
91,167,145,46
91,191,66,124
91,194,69,77
91,138,100,103
91,195,143,44
91,164,104,56
91,107,129,132
91,193,52,108
91,163,50,110
91,198,108,52
91,191,48,113
91,175,40,141
92,193,52,108
92,135,110,50
92,193,54,106
92,121,67,80
92,198,38,53
92,199,106,54
92,145,142,119
92,200,77,69
92,176,44,145
92,176,94,111
92,112,115,118
92,196,114,117
92,198,108,52
92,163,50,110
92,195,143,44
92,199,140,121
92,197,64,126
92,170,75,71
92,194,107,98
92,195,67,79
92,185,42,143
92,194,69,77
92,164,104,56
92,180,113,47
92,180,96,109
92,191,135,125
92,167,145,46
92,191,66,124
92,197,126,64
92,185,36,55
92,136,71,74
92,154,45,48
92,181,98,107
92,189,125,135
92,190,120,70
92,175,40,141
92,190,105,100
92,192,122,68
92,61,127,129
92,191,141,42
92,192,53,38
92,138,100,103
92,194,121,140
92,183,80,67
92,178,109,96
92,199,55,36
92,200,124,66
92,195,68,122
92,199,119,142
92,174,123,137
92,177,62,128
93,198,38,53
93,180,113,47
93,175,40,141
93,189,125,135
93,194,121,140
93,176,44,145
93,199,119,142
93,185,36,55
93,112,115,118
93,177,62,128
93,190,105,100
93,197,64,126
93,185,42,143
93,195,143,44
93,191,135,125
93,195,68,122
93,199,140,121
93,193,52,108
93,194,69,77
93,180,96,109
93,191,48,113
93,8,84,86
93,193,54,106
93,197,126,64
93,170,75,71
93,183,80,67
93,191,141,42
93,192,53,38
93,200,124,66
93,192,122,68
93,194,107,98
93,176,94,111
93,164,104,56
93,196,114,117
93,195,67,79
93,199,106,54
93,199,55,36
93,145,142,119
93,178,109,96
93,190,120,70
93,12,72,74
93,135,110,50
93,138,100,103
93,167,145,46
93,181,98,107
93,200,77,69
93,191,66,124
93,154,45,48
93,198,108,52
93,163,50,110
93,107,129,132
94,191,135,125
94,192,53,38
94,191,66,124
94,138,100,103
94,185,42,143
94,189,125,135
94,170,75,71
94,197,126,64
94,190,105,100
94,194,69,77
94,185,36,55
94,192,122,68
94,154,45,48
94,107,129,132
94,198,38,53
94,181,98,107
94,190,120,70
94,176,44,145
94,174,123,137
94,197,64,126
94,178,109,96
94,135,110,50
94,112,115,118
94,198,108,52
94,195,143,44
94,163,50,110
94,199,106,54
94,196,114,117
94,199,140,121
94,191,48,113
94,193,54,106
94,145,142,119
94,193,52,108
94,199,119,142
94,121,67,80
94,15,85,87
94,180,113,47
94,195,67,79
94,183,80,67
94,194,121,140
94,200,124,66
94,194,107,98
94,167,145,46
94,195,68,122
94,199,55,36
94,177,62,128
94,176,94,111
94,200,77,69
95,174,123,137
95,193,54,106
95,180,96,109
95,192,122,68
95,194,69,77
95,199,106,54
95,176,44,145
95,190,120,70
95,167,145,46
95,191,141,42
95,170,75,71
95,154,45,48
95,198,38,53
95,197,64,126
95,191,66,124
95,192,53,38
95,200,124,66
95,195,67,79
95,198,108,52
95,175,40,141
95,200,77,69
95,199,119,142
95,185,42,143
95,189,125,135
95,177,62,128
95,180,113,47
95,193,52,108
95,196,114,117
95,199,140,121
95,176,94,111
95,178,109,96
95,197,126,64
95,181,98,107
95,199,55,36
95,194,107,98
95,183,80,67
95,194,121,140
95,163,50,110
95,195,68,122
95,135,110,50
95,195,143,44
95,190,105,100
95,61,127,129
95,9,71,75
95,191,135,125
95,185,36,55
95,191,48,113
96,177,62,128
96,193,52,108
96,195,143,44
96,180,113,47
96,194,121,140
96,176,44,145
96,185,42,143
96,167,145,46
96,193,54,106
96,199,140,121
96,194,69,77
96,195,68,122
96,176,94,111
96,178,109,96
96,192,122,68
96,197,126,64
96,196,114,117
96,191,66,124
96,181,98,107
96,190,105,100
96,199,119,142
96,145,142,119
96,138,100,103
96,175,40,141
96,154,45,48
96,191,141,42
96,194,107,98
96,107,129,132
96,197,64,126
96,189,125,135
96,163,50,110
96,170,75,71
96,199,106,54
96,185,36,55
96,190,120,70
96,192,53,38
96,174,123,137
96,191,135,125
96,200,124,66
96,198,38,53
96,195,67,79
96,180,96,109
96,61,127,129
96,135,110,50
96,198,108,52
96,200,77,69
96,121,67,80
96,199,55,36
96,191,48,113
97,185,36,55
97,192,122,68
97,167,145,46
97,191,135,125
97,198,108,52
97,197,126,64
97,195,68,122
97,194,121,140
97,195,143,44
97,135,110,50
97,174,123,137
97,199,106,54
97,154,45,48
97,107,129,132
97,196,114,117
97,191,141,42
97,190,120,70
97,199,119,142
97,145,142,119
97,180,113,47
97,66,61,63
97,199,140,121
97,178,109,96
97,176,94,111
97,189,125,135
97,200,124,66
97,194,107,98
97,176,44,145
97,185,42,143
97,170,75,71
97,191,66,124
97,195,67,79
97,177,62,128
97,164,104,56
97,138,100,103
97,194,69,77
97,181,98,107
97,193,54,106
97,136,71,74
97,192,53,38
97,175,40,141
97,193,52,108
97,200,77,69
97,199,55,36
97,163,50,110
97,180,96,109
97,198,38,53
97,183,80,67
97,190,105,100
97,191,48,113
98,185,42,143
98,194,69,77
98,163,50,110
98,199,119,142
98,189,125,135
98,199,106,54
98,194,121,140
98,170,75,71
98,167,145,46
98,180,113,47
98,1,114,116
98,200,124,66
98,138,100,103
98,190,105,100
98,192,53,38
98,178,109,96
98,198,38,53
98,195,67,79
98,183,80,67
98,192,122,68
98,154,45,48
98,174,123,137
98,190,120,70
98,180,96,109
98,196,114,117
98,199,55,36
98,61,127,129
98,175,40,141
98,200,77,69
98,191,135,125
98,198,108,52
98,185,36,55
98,181,98,107
98,176,44,145
98,191,141,42
98,145,142,119
98,177,62,128
98,191,48,113
98,194,107,98
98,193,52,108
98,176,94,111
98,195,68,122
98,197,126,64
98,199,140,121
98,197,64,126
98,193,54,106
98,195,143,44
98,135,110,50
99,191,48,113
99,176,44,145
99,195,67,79
99,190,105,100
99,177,62,128
99,176,94,111
99,185,36,55
99,121,67,80
99,200,77,69
99,163,50,110
99,191,141,42
99,191,66,124
99,145,142,119
99,195,68,122
99,167,145,46
99,198,38,53
99,135,110,50
99,199,140,121
99,192,53,38
99,193,54,106
99,197,126,64
99,193,52,108
99,194,107,98
99,197,64,126
99,195,143,44
99,181,98,107
99,180,113,47
99,198,108,52
99,175,40,141
99,61,127,129
99,174,123,137
99,196,114,117
99,180,96,109
99,194,121,140
99,183,80,67
99,199,55,36
99,191,135,125
99,178,109,96
99,194,69,77
99,138,100,103
99,189,125,135
99,185,42,143
99,192,122,68
99,199,106,54
99,170,75,71
99,136,71,74
99,190,120,70
99,199,119,142
99,200,124,66
100,180,113,47
100,170,75,71
100,174,123,137
100,163,50,110
100,193,52,108
100,191,141,42
100,194,121,140
100,138,100,103
100,199,55,36
100,195,68,122
100,191,135,125
100,181,98,107
100,190,105,100
100,185,36,55
100,200,77,69
100,190,120,70
100,199,119,142
100,199,106,54
100,192,122,68
100,185,42,143
100,189,125,135
100,199,140,121
100,195,143,44
100,136,71,74
100,135,110,50
100,193,54,106
100,197,64,126
100,194,107,98
100,196,114,117
100,194,69,77
100,175,40,141
100,198,108,52
100,180,96,109
100,197,126,64
100,178,109,96
100,200,124,66
100,177,62,128
100,167,145,46
100,191,48,113
100,107,129,132
100,191,66,124
100,145,142,119
100,121,67,80
100,176,44,145
100,192,53,38
100,195,67,79
100,198,38,53
100,176,94,111
101,193,52,108
101,194,69,77
101,138,100,103
101,199,55,36
101,194,107,98
101,136,71,74
101,167,145,46
101,191,135,125
101,198,108,52
101,195,143,44
101,192,122,68
101,190,105,100
101,192,53,38
101,145,142,119
101,185,36,55
101,195,67,79
101,180,113,47
101,199,140,121
101,199,119,142
101,193,54,106
101,181,98,107
101,200,77,69
101,189,125,135
101,185,42,143
101,183,80,67
101,199,106,54
101,176,94,111
101,177,62,128
101,200,124,66
101,198,38,53
101,176,44,145
101,178,109,96
101,191,66,124
101,191,48,113
101,135,110,50
101,191,141,42
101,163,50,110
101,194,121,140
101,197,126,64
101,175,40,141
101,174,123,137
101,196,114,117
101,195,68,122
101,197,64,126
102,183,80,67
102,61,127,129
102,178,109,96
102,175,40,141
102,194,69,77
102,180,96,109
102,199,106,54
102,197,64,126
102,185,42,143
102,192,122,68
102,196,114,117
102,197,126,64
102,189,125,135
102,180,113,47
102,199,140,121
102,195,143,44
102,200,124,66
102,135,110,50
102,194,107,98
102,145,142,119
102,185,36,55
102,195,68,122
102,194,121,140
102,154,45,48
102,174,123,137
102,170,75,71
102,198,108,52
102,199,55,36
102,190,105,100
102,195,67,79
102,163,50,110
102,193,52,108
102,192,53,38
102,191,141,42
102,191,135,125
102,138,100,103
102,190,120,70
102,193,54,106
102,200,77,69
102,191,66,124
102,198,38,53
102,199,119,142
102,177,62,128
102,181,98,107
102,167,145,46
102,176,94,111
102,164,104,56
102,136,71,74
102,191,48,113
103,180,113,47
103,191,141,42
103,198,38,53
103,199,55,36
103,198,108,52
103,199,140,121
103,177,62,128
103,197,64,126
103,174,123,137
103,194,69,77
103,121,67,80
103,200,124,66
103,145,142,119
103,180,96,109
103,195,68,122
103,190,105,100
103,107,129,132
103,199,106,54
103,185,36,55
103,194,121,140
103,154,45,48
103,191,66,124
103,170,75,71
103,178,109,96
103,112,115,118
103,176,44,145
103,195,67,79
103,199,119,142
103,163,50,110
103,193,54,106
103,190,120,70
103,181,98,107
103,191,48,113
103,176,94,111
103,193,52,108
103,185,42,143
103,200,77,69
103,189,125,135
103,196,114,117
103,195,143,44
103,138,100,103
103,197,126,64
103,135,110,50
103,194,107,98
103,192,53,38
103,192,122,68
103,167,145,46
103,175,40,141
103,183,80,67
103,136,71,74
103,191,135,125
104,181,98,107
104,177,62,128
104,197,126,64
104,197,64,126
104,175,40,141
104,198,38,53
104,196,114,117
104,176,44,145
104,180,96,109
104,135,110,50
104,178,109,96
104,183,80,67
104,191,66,124
104,199,106,54
104,189,125,135
104,199,119,142
104,199,140,121
104,193,54,106
104,176,94,111
104,191,135,125
104,194,69,77
104,192,122,68
104,194,107,98
104,195,143,44
104,195,67,79
104,145,142,119
104,192,53,38
104,167,145,46
104,136,71,74
104,138,100,103
104,193,52,108
104,200,77,69
104,199,55,36
104,190,105,100
104,200,124,66
104,185,36,55
104,154,45,48
104,180,113,47
104,174,123,137
104,191,48,113
104,170,75,71
104,190,120,70
104,198,108,52
104,194,121,140
104,195,68,122
104,163,50,110
104,191,141,42
105,195,67,79
105,191,66,124
105,164,104,56
105,180,113,47
105,198,38,53
105,198,108,52
105,191,135,125
105,138,100,103
105,154,45,48
105,193,52,108
105,190,105,100
105,135,110,50
105,194,121,140
105,185,36,55
105,200,124,66
105,170,75,71
105,163,50,110
105,197,126,64
105,195,68,122
105,176,94,111
105,200,77,69
105,189,125,135
105,185,42,143
105,199,106,54
105,199,119,142
105,176,44,145
105,112,115,118
105,191,48,113
105,181,98,107
105,136,71,74
105,192,53,38
105,197,64,126
105,199,140,121
105,177,62,128
105,191,141,42
105,175,40,141
105,121,67,80
105,196,114,117
105,174,123,137
105,167,145,46
105,199,55,36
105,194,69,77
105,180,96,109
105,192,122,68
105,183,80,67
105,194,107,98
105,195,143,44
105,145,142,119
105,178,109,96
106,198,38,53
106,196,114,117
106,183,80,67
106,200,124,66
106,199,119,142
106,180,96,109
106,200,77,69
106,190,120,70
106,194,121,140
106,195,67,79
106,192,122,68
106,194,69,77
106,174,123,137
106,121,67,80
106,198,108,52
106,178,109,96
106,197,126,64
106,197,64,126
106,199,140,121
106,193,52,108
106,164,104,56
106,194,107,98
106,176,94,111
106,191,48,113
106,195,143,44
106,176,44,145
106,195,68,122
106,177,62,128
106,191,135,125
106,192,53,38
106,167,145,46
106,154,45,48
106,185,36,55
106,163,50,110
106,185,42,143
106,193,54,106
106,190,105,100
106,191,66,124
106,199,106,54
106,189,125,135
106,191,141,42
106,145,142,119
106,181,98,107
106,199,55,36
106,135,110,50
106,61,127,129
106,180,113,47
106,175,40,141
107,193,52,108
107,136,71,74
107,191,141,42
107,193,54,106
107,174,123,137
107,199,55,36
107,145,142,119
107,194,107,98
107,192,122,68
107,194,69,77
107,121,67,80
107,192,53,38
107,190,120,70
107,194,121,140
107,61,127,129
107,175,40,141
107,196,114,117
107,183,80,67
107,135,110,50
107,181,98,107
107,189,125,135
107,199,106,54
107,185,42,143
107,176,44,145
107,199,119,142
107,180,96,109
107,200,77,69
107,176,94,111
107,191,48,113
107,195,68,122
107,163,50,110
107,154,45,48
107,185,36,55
107,190,105,100
107,177,62,128
107,167,145,46
107,107,129,132
107,197,64,126
107,198,108,52
107,197,126,64
107,191,66,124
107,180,113,47
107,191,135,125
107,164,104,56
107,200,124,66
107,198,38,53
107,199,140,121
107,195,67,79
108,177,62,128
108,194,121,140
108,185,42,143
108,197,64,126
108,194,69,77
108,200,77,69
108,199,119,142
108,180,113,47
108,193,54,106
108,200,124,66
108,176,94,111
108,194,107,98
108,195,67,79
108,163,50,110
108,195,143,44
108,191,48,113
108,170,75,71
108,195,68,122
108,190,120,70
108,164,104,56
108,192,122,68
108,199,106,54
108,192,53,38
108,16,100,102
108,197,126,64
108,121,67,80
108,175,40,141
108,191,141,42
108,181,98,107
108,198,38,53
108,196,114,117
108,136,71,74
108,135,110,50
108,174,123,137
108,193,52,108
108,199,140,121
108,183,80,67
108,198,108,52
108,185,36,55
108,189,125,135
108,199,55,36
108,191,66,124
108,8,84,86
108,191,135,125
108,178,109,96
108,190,105,100
108,180,96,109
109,163,50,110
109,191,135,125
109,154,45,48
109,190,105,100
109,180,96,109
109,177,62,128
109,164,104,56
109,61,127,129
109,181,98,107
109,196,114,117
109,183,80,67
109,198,38,53
109,191,66,124
109,189,125,135
109,190,120,70
109,178,109,96
109,176,44,145
109,199,119,142
109,200,77,69
109,176,94,111
109,195,67,79
109,191,48,113
109,195,68,122
109,199,106,54
109,194,121,140
109,197,126,64
109,195,143,44
109,197,64,126
109,199,55,36
109,192,53,38
109,121,67,80
109,194,69,77
109,174,123,137
109,193,52,108
